Dataset,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat
,time,gmean,fs,gmean,fs,gmean,fs
Colorectal_GSE25070,367.84767069816587,0.9090285649276365,3.433333333333333,0.9035906747004189,3.066666666666667,0.9011202207227157,3.2666666666666666
Colorectal_GSE32323,290.26529479026794,0.860947570824873,2.433333333333333,0.8276142374915397,1.9666666666666666,0.8511844635310912,2.3333333333333335
Colorectal_GSE44076,609.9699807325999,0.9515180459828588,2.6333333333333333,0.9534244112634568,2.533333333333333,0.9663142189737716,3.2666666666666666
Colorectal_GSE44861,284.44690117836,0.799882246722865,3.1666666666666665,0.8055677229725172,2.8333333333333335,0.8220518653042862,3.1666666666666665
Liver_GSE14520_U133A,448.1353359858195,0.9222619312704137,2.466666666666667,0.9213500377473197,2.4,0.921584077181743,2.6333333333333333
Liver_GSE50579,284.7928300698598,0.7811129282142296,4.766666666666667,0.7335050092884057,3.3,0.782286591531354,3.7
Liver_GSE62232,371.12452634970344,0.9552092928674619,1.9333333333333333,0.955209292867462,1.7333333333333334,0.9618279678515312,2.1333333333333333
Leukemia_GSE22529_U133A,299.33798381487526,0.8074851403307369,2.8666666666666667,0.8074851403307369,2.433333333333333,0.7687392608830356,2.7
Leukemia_GSE22529_U133B,278.551668938001,0.8548754789980658,3.1333333333333333,0.8646385862918475,2.6666666666666665,0.87237361321081,2.8333333333333335
Leukemia_GSE33615,344.5048613389333,0.9929618127333277,3.066666666666667,0.9929618127333277,2.9,0.9929618127333277,3.0
Leukemia_GSE63270,264.33002864519756,0.9395771700407528,2.6333333333333333,0.934157668055184,2.5,0.9290720384497558,2.6666666666666665
ALL-AML-full,332.25634525616965,0.8646501793392206,6.366666666666666,0.8872265421912413,3.4,0.8918902177282695,3.6333333333333333
Breast_GSE22820,470.67125400702156,0.8588204512327713,3.7666666666666666,0.9254871178994379,2.933333333333333,0.9267948204717538,3.1666666666666665
Breast_GSE59246,271.2402666489283,0.6984050583877047,4.366666666666666,0.698544996084287,3.8,0.7043144164213327,4.333333333333333
Breast_GSE70947,494.10397202968596,0.787705504863816,2.6666666666666665,0.7906090310444235,2.6333333333333333,0.7932037347761735,3.566666666666667
breastCancer-full,215.42246793905895,0.6361014474721551,4.633333333333334,0.6626436606883275,4.2,0.6562007326986677,3.9
Prostate_GSE6919_U95Av2,202.81840674082437,0.6410017522544316,4.466666666666667,0.62157007889645,3.533333333333333,0.6206108881966729,3.6
Prostate_GSE6919_U95B,204.43883420626324,0.5961492729314061,5.5,0.6056749607853008,5.133333333333334,0.5988215645740759,5.033333333333333
Prostate_GSE6919_U95C,162.5619734287262,0.6359042254315862,4.8,0.5963291600725908,3.8333333333333335,0.5881784279138108,4.133333333333334
Prostate_GSE11682,181.63492352167765,0.33451779686442457,3.966666666666667,0.3857022603955159,2.966666666666667,0.33570226039551593,2.966666666666667
prostate_tumorVSNormal-full,331.48653252124785,0.6839341275066583,3.0,0.6827061885291655,2.8333333333333335,0.7150710015121919,2.9
