Dataset,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat
,time,time_stdev,gmean,g_mean_std,fs,fs_std,gmean,g_mean_std,fs,fs_std,gmean,g_mean_std,fs,fs_std,gmean,g_mean_std,fs,fs_std
Colorectal_GSE25070,404.59767819245656,162.23070750038573,0.921776433032715,0.1087831690990705,3.2,1.7100110909097879,0.921776433032715,0.1087831690990705,2.7666666666666666,1.69549775690744,0.9278932136684575,0.10781404609203615,3.2333333333333334,1.69549775690744,0.9181301063746757,0.11413541559820353,3.2666666666666666,1.7005746155310286
Colorectal_GSE32323,343.65609469413755,86.20127264017842,0.9235702260395515,0.2566724148093312,3.3666666666666667,1.7515182248421006,0.9235702260395515,0.2566724148093312,2.7333333333333334,1.4840144374549435,0.9235702260395515,0.2566724148093312,3.3666666666666667,1.7515182248421006,0.9471404520791032,0.19367132850499155,2.9,1.3222238320605804
ALL-AML-full,488.2820972363154,169.1585109301218,0.8648319321972736,0.12157565236972158,4.033333333333333,1.9205482933595908,0.8640434134227013,0.12948208835770889,3.6666666666666665,1.8631329442141513,0.8613968309849952,0.12546900341723236,4.233333333333333,1.8879533405494835,0.8612769808937458,0.1307879127438137,4.333333333333333,1.9357495800804425
Breast_GSE22820,555.5478293100992,127.22279484982356,0.8905675731670681,0.3025979395408979,5.233333333333333,5.8467989080576706,0.9225932039280855,0.25164618523566173,3.933333333333333,2.4344274032324718,0.8905675731670681,0.3025979395408979,5.233333333333333,5.8467989080576706,0.9586533362418569,0.18209174548334817,4.8,4.915843492360117
Breast_GSE59246,315.5778369983037,160.7158339466171,0.7043843338850837,0.12756985537136695,4.2,1.6060231457944765,0.7109351394907275,0.1218351283430029,3.7,1.7049623314678064,0.7063222782851588,0.12128599846348004,4.533333333333333,1.4793599112881344,0.7058225353116281,0.13511635590877877,4.066666666666666,2.1323992207796385
Breast_GSE70947,693.3543786207835,313.2807452566727,0.8043467016304866,0.082402284087923,2.4,0.8550055454548939,0.8018813398826476,0.08334106019826973,2.4,0.9684683962230046,0.79856622681449,0.0904904119004077,2.7,0.915385729888094,0.788291446961783,0.06791175296764282,2.6666666666666665,1.2410599844719317
breastCancer-full,283.523343873024,55.84560698678865,0.610145476586129,0.18051728882507348,3.8,1.1861267013789623,0.6284250707948781,0.17361516882722206,3.3333333333333335,1.3217891045025334,0.6236944306068627,0.16278725806197744,4.566666666666666,1.0400044208570938,0.6201276994936251,0.2186622669745997,3.6666666666666665,1.2410599844719317
prostate_tumorVSNormal-full,444.68940141201017,151.78481616454565,0.6079210998557876,0.16767569713533892,2.6666666666666665,1.093344547181068,0.5910807969588255,0.18271038944284743,2.6,0.8944271909999159,0.6027634602317368,0.17775979131627215,3.066666666666667,1.1426929274467317,0.5985570078298253,0.1850402267453945,2.8333333333333335,1.1472105098991154
