Dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Colorectal_GSE25070,0.19154860079288483,0.01924564503133297,0.24031011760234833,0.31421083211898804,0.014473366551101208,1.081935167312622,0.9412448406219482,0.2851531207561493,0.14101922512054443,0.16824284195899963,1.1239036321640015,0.21138857305049896,0.032707810401916504,0.11617206037044525,0.1981181502342224,0.04375745728611946,0.3952447772026062,0.09244804084300995,0.43175727128982544,0.28380048274993896,0.04465414583683014,0.4532884657382965,0.0682135820388794,0.4937986135482788,0.061798613518476486,0.2731873095035553,0.1412752866744995,0.060412753373384476,0.08854615688323975,0.1364307403564453
Colorectal_GSE32323,0.183073952794075,0.17243272066116333,0.026436923071742058,0.1906774938106537,0.0665004551410675,0.15031854808330536,0.20544105768203735,0.5508344173431396,0.24015146493911743,0.27204662561416626,0.23223328590393066,0.0539647676050663,0.09002591669559479,0.08718957006931305,0.020794976502656937,0.06863217055797577,0.021418055519461632,0.10291442275047302,0.046899423003196716,0.31917086243629456,0.3949012756347656,0.01384039781987667,0.16787481307983398,0.12298791855573654,0.008304048329591751,0.17062349617481232,0.1008310467004776,0.02409157156944275,0.018808381631970406,0.2630971670150757
Colorectal_GSE44076,0.1662525087594986,0.06690389662981033,0.041670914739370346,0.16091282665729523,0.19323039054870605,0.21446573734283447,0.16927072405815125,0.07204017788171768,0.14875845611095428,0.15737280249595642,0.2418644279241562,0.17897598445415497,0.05993300676345825,0.04342271015048027,0.07705534994602203,0.1551334112882614,0.14428764581680298,0.3192287087440491,0.07099180668592453,0.0867466852068901,0.2842354476451874,0.18162943422794342,0.17165470123291016,0.14384406805038452,0.2517748475074768,0.11384590715169907,0.18613356351852417,0.16783684492111206,0.01673915795981884,0.05231713131070137
Colorectal_GSE44861,0.35739031434059143,0.4004841148853302,0.7596209049224854,0.3109664022922516,0.2955646216869354,0.35346806049346924,0.2333349585533142,0.3342294692993164,0.4379018545150757,1.2063877582550049,0.2753259539604187,0.5119485259056091,0.18113106489181519,0.8759397268295288,0.2948063611984253,0.11292555928230286,0.28584712743759155,0.6181453466415405,0.8636089563369751,0.9556404948234558,0.40303710103034973,0.792311429977417,0.5157727003097534,0.34657979011535645,0.5273430943489075,0.28734445571899414,0.10654012113809586,0.3404521048069,0.48309242725372314,0.11093904078006744
Liver_GSE14520_U133A,0.2074890434741974,0.4163779020309448,0.24698518216609955,0.3461066484451294,0.40990006923675537,0.06821483373641968,0.41904228925704956,0.20623141527175903,0.34772178530693054,0.24234828352928162,0.0574105829000473,0.3220844864845276,0.16994450986385345,0.2987681031227112,0.39033445715904236,0.3543693423271179,0.1564723700284958,0.4163336753845215,0.1262844204902649,0.4348263144493103,0.42791640758514404,0.456492155790329,0.13038615882396698,0.20607686042785645,0.10741963982582092,0.3118525743484497,0.2316647619009018,0.3027747869491577,0.235951229929924,0.2940824627876282
Liver_GSE50579,1.3633294105529785,0.06295847147703171,0.10780452191829681,0.2905813157558441,0.4502049386501312,0.28400957584381104,0.23500804603099823,0.09324327111244202,0.14552897214889526,0.03766854479908943,1.19032883644104,0.5707926750183105,0.3778524696826935,0.016217518597841263,0.4940688908100128,0.2958082854747772,0.0920153558254242,0.025167154148221016,0.4364129304885864,0.5542562007904053,0.9384667277336121,0.16585257649421692,0.7544951438903809,0.08189023286104202,0.6966720819473267,0.10225027054548264,0.06993338465690613,0.011493224650621414,1.8292901515960693,0.29964789748191833
Liver_GSE62232,0.12826892733573914,0.45553112030029297,0.14452503621578217,0.06971332430839539,0.15066108107566833,0.09674570709466934,0.22945457696914673,0.17317116260528564,0.1295749843120575,0.29856833815574646,0.03553099185228348,0.23251862823963165,0.14499486982822418,0.1710217297077179,0.040194764733314514,0.16329002380371094,0.06116294115781784,0.07278130203485489,0.025298185646533966,0.061202552169561386,0.03282468393445015,0.041157014667987823,0.07292859256267548,0.1674296110868454,0.06100430339574814,0.22020703554153442,0.009307829663157463,0.08833933621644974,0.36818063259124756,0.2950127124786377
Leukemia_GSE22529_U133A,0.0512109100818634,0.023316731676459312,0.01773216389119625,3.9108967781066895,1.0301607847213745,0.0949321910738945,0.042395174503326416,0.16719792783260345,0.060815535485744476,0.07744909822940826,2.474911689758301,0.4386889338493347,0.4413682222366333,0.16254153847694397,0.06247282028198242,0.044642768800258636,0.045106567442417145,0.10925392806529999,0.11851286143064499,0.14544737339019775,0.030788104981184006,0.00711959321051836,0.3548703193664551,0.0558897964656353,0.25728172063827515,0.006325187161564827,0.11313093453645706,1.7034978866577148,0.2858548164367676,0.4220673441886902
Leukemia_GSE22529_U133B,0.041884612292051315,0.08314203470945358,0.01068806555122137,1.6094049215316772,0.13256776332855225,0.319532573223114,0.3090086877346039,0.05743339657783508,1.0451104640960693,0.2988067865371704,1.8559544086456299,0.0582263246178627,0.04428327828645706,0.07216466963291168,0.11485831439495087,0.03933315351605415,1.141073226928711,0.12882104516029358,0.03935099393129349,0.5630590319633484,0.016626155003905296,0.26428934931755066,0.06400138139724731,0.25311416387557983,0.1566057950258255,0.08076126128435135,0.010328840464353561,1.5376975536346436,0.3700253963470459,0.19411598145961761
Leukemia_GSE33615,0.06004956737160683,0.021937750279903412,0.023175399750471115,0.011656324379146099,0.11154711991548538,0.026081349700689316,0.06891676038503647,0.0024318944197148085,0.04281696677207947,0.0324426144361496,0.028653569519519806,0.06801363080739975,0.16180576384067535,0.07492883503437042,0.038519859313964844,0.257634699344635,0.15000052750110626,0.04812443256378174,0.02257472835481167,0.054784152656793594,0.021897217258810997,0.2840459644794464,0.18660905957221985,0.01800570636987686,0.020534135401248932,0.06921885162591934,0.1954280138015747,0.07643529027700424,0.07840874791145325,0.01793542318046093
