Dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Colorectal_GSE25070,12579.11371,12564.35966,12515.67844,12566.21134,12585.70637,12228.17954,12585.64229,12546.49367,12547.35849,12513.53722,12390.22235,12533.8701,12552.16993,12581.55107,12588.42229,12565.34184,12554.71744,12546.31502,12575.44317,12563.38495,12591.07897,12256.20985,12560.85504,12551.20914,12589.35233,12575.12202,12507.97612,12552.12123,12585.05166,12507.24321
Colorectal_GSE32323,12534.67167,12564.96116,12583.69714,12542.93108,12575.01525,12572.90145,12574.92331,12499.69668,12517.39574,12566.09739,12225.23344,12590.92043,12577.5137,12471.15788,12519.60978,12578.77601,12574.78457,12588.99096,12589.44772,12566.28813,12589.05108,12584.99633,12577.60158,12548.86256,12589.37668,12578.64184,12586.37194,12554.80149,12549.41156,12412.29932
Colorectal_GSE44076,12528.69425,12572.64777,12587.29287,12558.1848,12571.15499,12559.69975,12585.86748,12564.93798,12559.87536,12565.14036,12588.33723,12562.00898,12574.05953,12570.45252,12580.46282,12568.42493,12552.70708,12547.65185,12558.96043,12557.38965,12540.53528,12546.51055,12560.50205,12557.08891,12567.19013,12578.85449,12568.53879,12547.91913,12550.95988,12578.00602
Colorectal_GSE44861,12535.78173,12513.71781,12484.64535,12524.35797,12518.87708,12547.62874,12549.86065,12489.06683,12434.733,12348.66591,12543.65841,12487.11379,12512.66754,12465.42277,12565.21014,12508.10579,12541.66728,12444.21404,12458.68331,12506.52004,12503.70805,12266.48024,12471.31836,12531.47628,12500.02561,12506.78438,12527.84454,12497.18335,12492.62686,12543.1215
Liver_GSE14520_U133A,12528.46305,12527.86073,12557.90948,12538.56377,12560.58169,12508.64065,12523.12042,12541.12027,12530.85669,12516.858,12538.12078,12541.00209,12519.60707,12539.44108,12539.10688,12515.46796,12541.80635,12509.74907,12546.36266,12480.7318,12491.3644,12497.99709,12517.19836,12522.6733,12530.8881,12542.79462,12547.94053,12541.85081,12527.58522,12545.69244
Liver_GSE50579,12337.31987,12441.04344,12540.04845,12590.89496,12565.1266,12560.60872,12578.0971,12587.64979,12486.98031,12525.61961,12584.31579,12535.90803,12498.69292,12530.34465,12561.91536,12507.87129,12549.29386,12551.44568,12546.86726,12273.21383,12539.21117,12576.42679,12440.78375,12563.52371,12523.44209,12563.24072,12568.12765,12486.09923,12556.96079,12157.18207
Liver_GSE62232,12557.08012,12494.44373,12544.49801,12580.08013,12553.40473,12565.83025,12565.59857,12576.09189,12574.3368,12545.54419,12574.70333,12535.891,12546.59594,12490.77291,12586.85731,12565.9235,12536.81224,12563.09814,12574.01114,12580.76207,12571.78725,12578.42351,12560.21344,12553.56777,12547.20154,12553.39047,12592.78524,12577.01382,12554.71688,12580.78085
Leukemia_GSE22529_U133A,12572.28017,12532.4391,12517.38003,12272.55631,12585.31704,12554.85716,12577.80621,12579.23911,12581.22792,12587.48751,12156.33679,12537.95499,12557.27805,12578.60648,12568.89097,12567.45755,12588.91085,12591.44924,12562.78736,12411.69499,12587.86183,12579.23125,12579.34712,12553.12618,12559.02969,12588.89283,12549.5,12120.9438,12553.51042,12576.20654
Leukemia_GSE22529_U133B,12542.33692,12572.39364,12580.97914,12338.11393,12570.41651,12580.26492,12574.76236,12586.9528,12560.52404,12567.61385,11656.30067,12559.80249,12581.37789,12577.92609,12568.11272,12551.96421,12556.05183,12550.94909,12574.85821,12562.74286,12573.1898,12524.14748,12590.84107,12586.41404,12570.64732,12508.3404,12530.84347,12425.42976,12575.61097,12588.44119
Leukemia_GSE33615,12566.49006,12567.50035,12570.87698,12591.06398,12590.2172,12592.95147,12586.81912,12582.17299,12582.3533,12593.30289,12592.8788,12592.5296,12585.91019,12552.51079,12587.4021,12592.76171,12590.92706,12586.18581,12555.05218,12567.46132,12592.40863,12579.64483,12583.34536,12545.27091,12575.92838,12553.14747,12576.49325,12463.47185,12584.44719,12577.25245
