Dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Colorectal_GSE25070,44065.05492,44053.06049,44000.19408,44078.27908,44073.49401,43690.92935,44070.59371,44030.61007,44024.56563,44006.95574,43826.70993,44016.22675,44027.97643,44073.12215,44073.12233,43998.41903,44065.38693,44041.16535,44065.97668,44057.31225,44077.88263,43764.8828,44045.85504,44035.86173,44074.35289,44060.12212,44040.12533,44024.07321,44070.05166,43988.06612
Colorectal_GSE32323,43989.62188,44049.93665,44068.66687,44019.48802,44045.4849,44051.27908,44067.7089,44070.78895,43959.65337,44058.97795,43957.6984,44076.45316,44063.37383,44055.97619,44037.96406,44063.02822,44063.34924,43889.97016,44072.10007,44063.91983,44077.04673,44070.05688,44062.89325,44039.04657,44070.90506,44062.63582,44072.7788,44067.20684,44009.21258,43885.743
Colorectal_GSE44076,44025.93197,44046.88961,44074.61645,44055.54804,44056.15499,44033.35577,44074.35801,44049.93798,44043.14226,44051.82687,44073.378,44047.00898,44059.05974,44055.45252,44065.45149,44053.42493,44038.50971,44032.10671,44044.04865,44041.80933,44025.52883,44030.95937,44045.37856,44047.55065,44052.19013,44066.51114,44055.93453,44032.91858,44035.92016,44063.26721
Colorectal_GSE44861,44035.29788,43972.81529,43987.9307,44032.70094,44003.10085,44032.48821,44034.86127,43990.53601,43921.01394,43824.35558,44032.21142,43969.88424,43987.25525,43969.10473,44050.01264,43976.3495,44020.75326,43928.95943,43933.90074,43997.35667,43987.12049,43848.18403,43929.59913,44002.96282,43995.59926,44013.09163,44020.16132,43980.46104,43980.76317,43987.86842
Liver_GSE14520_U133A,44008.16895,44012.84021,44042.90948,44005.22298,44045.50051,43991.83573,44010.13209,44028.69294,44017.28041,44002.02536,44027.47356,44026.00148,44004.11946,44024.44036,44024.1068,43996.20222,44026.78329,43993.33548,44025.86928,43938.42846,43975.50146,43982.20325,44002.19078,44010.7926,44016.18702,44031.63244,44032.94053,44026.84299,44012.58522,44025.00768
Liver_GSE50579,44007.69455,44017.60913,44043.01068,44076.01175,44047.80323,43997.21089,44058.05601,44072.6498,43937.87384,44030.00393,44069.13487,44024.928,43929.74932,44017.58241,44053.59358,43970.33075,44034.02718,44074.72661,44055.1523,43758.18324,44026.89454,44061.028,43957.91262,44048.45775,43989.32724,43943.44119,44069.41611,44022.60688,44065.1208,43724.821
Liver_GSE62232,44042.74593,43978.49542,44050.39552,44055.95439,44064.55855,44033.23831,44050.55585,44060.79386,44037.17947,44036.80474,44059.6724,44027.56624,44029.0758,43969.41144,44072.14609,44053.45392,44020.51818,44046.99498,44057.89212,44065.25168,44056.13308,44063.39796,44029.44146,44041.33733,44032.20154,44037.5976,44076.07707,43990.37784,44051.1854,44065.78085
Leukemia_GSE22529_U133A,44057.13444,44042.55683,44078.67433,43755.64163,44070.31618,43940.99775,44064.30804,44064.47379,44066.22792,44073.90072,43243.02706,44022.13077,44032.93556,44036.21527,44053.8256,44052.44855,44073.90332,44076.44924,44078.20419,44048.47447,44073.956,44064.15171,44046.97207,44037.31483,44041.27511,44077.85297,44037.81572,43584.09205,44037.50966,44055.19571
Leukemia_GSE22529_U133B,43957.31829,44065.81261,44056.8142,43657.66772,44072.46829,44065.18017,44059.76085,44062.25899,44044.00593,44058.33816,43127.48561,44044.80249,44072.22832,44062.77534,44052.40426,44037.11503,44069.20784,44033.82194,44078.4095,44078.57571,44059.08954,44007.56155,44075.83012,44070.94215,44055.52414,44002.93247,44032.11311,43755.00536,44060.61129,44073.37935
Leukemia_GSE33615,44048.62627,44051.8052,44055.87698,44076.07404,44074.5554,44077.94326,44073.92308,44067.41818,44067.3533,44078.30289,44078.12285,44078.26726,44070.91019,44035.60527,44060.75045,44077.76171,44077.28593,44059.99278,44039.06157,44071.09254,44077.16198,44064.82264,44068.18856,44038.04281,44060.79912,44037.75085,44061.39373,43742.12578,44069.44719,44062.25777
